City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Tubmanburg,LR,6.8708,-10.8172,73.31,93,100,1.97,light rain
347,Araceli,PH,10.5529,119.9913,85.1,69,92,16.64,overcast clouds
348,Havoysund,NO,70.9963,24.6622,45.48,85,100,16.98,overcast clouds
349,Hamilton,US,39.1834,-84.5333,69.22,85,1,5.75,clear sky
350,Tarko-Sale,RU,64.9225,77.785,62.31,88,100,16.91,light rain
351,Betioky,MG,-23.7167,44.3833,68.9,61,87,3.06,overcast clouds
352,Warmbad,NA,-28.45,18.7333,36.63,83,2,3.58,clear sky
353,Sibu,MY,2.3,111.8167,86.31,70,40,5.99,scattered clouds
354,Richards Bay,ZA,-28.783,32.0377,55.15,88,0,4.14,light rain
355,Santa Rosa,PH,14.3122,121.1114,81.91,92,100,18.19,heavy intensity rain
356,Boulder,US,40.0833,-105.3505,69.31,58,1,3.44,clear sky
357,Pemangkat,ID,1.1667,108.9667,88.0,62,98,8.3,overcast clouds
358,Charlottetown,CA,46.2352,-63.1267,62.82,85,75,8.99,broken clouds
359,Talnakh,RU,69.4865,88.3972,68.29,42,96,19.28,overcast clouds
360,Shymkent,KZ,42.3,69.6,84.79,23,0,2.24,clear sky
361,Puerto Leguizamo,CO,-0.1934,-74.7819,69.78,99,98,2.26,overcast clouds
362,Chara,RU,56.9064,118.2631,76.28,48,99,1.03,overcast clouds
363,Nabire,ID,-3.3667,135.4833,76.57,93,100,3.36,overcast clouds
364,Nioro,GM,13.35,-15.75,78.4,87,100,5.75,overcast clouds
365,Abay,KZ,49.6311,72.8539,73.78,37,0,14.07,clear sky
366,Muleba,TZ,-1.8397,31.6544,71.87,55,4,10.04,clear sky
367,Puerto Ayora,EC,-0.7393,-90.3518,71.55,95,99,4.0,overcast clouds
368,Bubaque,GW,11.2833,-15.8333,80.47,82,99,13.15,light rain
369,San Cristobal,VE,7.7669,-72.225,64.38,98,96,4.41,overcast clouds
370,Aquiraz,BR,-3.9014,-38.3911,79.18,83,12,14.0,few clouds
371,Aguada De Pasajeros,CU,22.385,-80.8508,73.54,92,20,5.64,few clouds
372,Jacksonville,US,30.3322,-81.6556,79.02,89,1,3.44,mist
373,Carupano,VE,10.6678,-63.2585,76.68,91,92,9.24,overcast clouds
374,Kamaishi,JP,39.2667,141.8833,85.15,92,100,6.24,overcast clouds
375,Guymon,US,36.6828,-101.4816,73.4,60,1,9.22,clear sky
376,Severo-Kurilsk,RU,50.6789,156.125,52.54,91,76,5.5,broken clouds
377,Silifke,TR,36.3778,33.9344,84.0,64,1,1.86,clear sky
378,Saint-Augustin,CA,51.226,-58.6502,55.76,63,100,7.67,overcast clouds
379,Kaka,TM,37.3482,59.6143,98.83,11,0,13.49,clear sky
380,Mayumba,GA,-3.432,10.6554,70.0,87,57,4.29,broken clouds
381,Fenoarivo Atsinanana,MG,-17.3667,49.4167,70.18,81,58,4.43,broken clouds
382,Afonino,RU,56.262,44.095,63.39,82,40,8.95,scattered clouds
383,Erenhot,CN,43.6475,111.9767,87.67,36,100,8.34,overcast clouds
384,Shihezi,CN,44.3,86.0333,98.29,14,100,9.86,light rain
385,Jardim,BR,-21.4803,-56.1381,59.74,24,0,2.46,clear sky
386,Dabakala,CI,8.3667,-4.4333,69.82,95,78,5.66,broken clouds
387,Moron,AR,-34.6534,-58.6198,54.99,73,98,1.99,overcast clouds
388,Dicabisagan,PH,17.0818,122.4157,85.78,72,100,3.87,overcast clouds
389,Shubarshi,KZ,48.5872,57.1869,92.84,23,26,8.88,scattered clouds
390,Yicheng,CN,31.3705,119.8703,87.46,66,81,14.16,broken clouds
391,Gazanjyk,TM,39.2446,55.5154,96.44,14,10,12.17,clear sky
392,Tukrah,LY,32.5341,20.5791,79.72,67,52,12.5,broken clouds
393,Otjiwarongo,NA,-20.4637,16.6477,42.69,59,0,12.24,clear sky
394,Ahipara,NZ,-35.1667,173.1667,56.35,88,98,5.68,overcast clouds
395,Sept-Iles,CA,50.2001,-66.3821,62.06,80,75,3.44,broken clouds
396,Letterkenny,IE,54.95,-7.7333,62.19,93,95,1.81,overcast clouds
397,Altay,CN,47.8667,88.1167,89.55,17,100,6.04,overcast clouds
398,Matamoros,MX,25.5333,-103.25,74.1,57,4,2.62,clear sky
399,Najran,SA,17.4924,44.1277,75.85,52,11,12.91,few clouds
400,Ust-Tsilma,RU,65.441,52.1498,54.27,54,57,6.04,broken clouds
401,Verkhnevilyuysk,RU,63.4453,120.3167,80.19,43,51,7.74,broken clouds
402,Brigantine,US,39.4101,-74.3646,72.01,91,1,6.91,clear sky
403,Longyearbyen,SJ,78.2186,15.6401,42.64,70,0,3.44,clear sky
404,Shenjiamen,CN,29.9576,122.298,81.79,82,36,22.77,scattered clouds
405,Port Angeles,US,48.1181,-123.4307,63.34,85,1,11.5,clear sky
406,Lompoc,US,34.6391,-120.4579,69.1,85,20,10.36,few clouds
407,Asau,RO,46.4333,26.4,63.52,82,45,4.7,scattered clouds
408,Borogontsy,RU,62.6683,131.1683,78.37,44,72,8.03,broken clouds
409,Bozhou,CN,33.8772,115.7703,82.31,71,100,9.64,overcast clouds
410,Quilmana,PE,-12.95,-76.3833,62.83,82,45,3.71,scattered clouds
411,Olinda,BR,-8.0089,-34.8553,74.93,73,75,11.5,broken clouds
412,Kanigoro,ID,-8.13,112.219,86.13,52,50,9.08,scattered clouds
413,Conde,BR,-7.2597,-34.9075,71.06,100,75,9.22,broken clouds
414,Port-Gentil,GA,-0.7193,8.7815,73.89,78,85,12.1,overcast clouds
415,Abonnema,NG,4.7084,6.7931,75.25,87,100,4.47,overcast clouds
416,Bratsk,RU,56.1325,101.6142,61.29,78,100,5.61,light rain
417,Adrar,MR,20.5022,-10.0711,80.82,16,61,10.78,broken clouds
418,Cortes,ES,41.9395,-1.4396,76.6,66,2,3.2,clear sky
419,Inongo,CD,-1.95,18.2667,68.52,59,80,3.56,broken clouds
420,Cabo San Lucas,MX,22.8909,-109.9124,88.52,62,0,1.01,clear sky
421,Teguldet,RU,57.3064,88.1667,77.54,45,77,3.56,broken clouds
422,Kismayo,SO,-0.3582,42.5454,78.49,74,13,16.73,few clouds
423,San Francisco Del Mar,MX,16.2333,-94.65,81.84,80,50,15.43,scattered clouds
424,Cockburn Town,TC,21.4612,-71.1419,81.18,83,11,18.99,few clouds
425,Huarmey,PE,-10.0681,-78.1522,63.37,86,28,8.28,scattered clouds
426,Potsdam,DE,52.3989,13.0657,67.05,91,82,3.69,broken clouds
427,New Baltimore,US,42.6811,-82.7369,64.54,80,1,0.0,clear sky
428,Wenzhou,CN,27.9994,120.6668,87.33,62,84,8.48,broken clouds
429,San Carlos De Bariloche,AR,-41.1456,-71.3082,35.35,69,0,2.3,clear sky
430,Mwinilunga,ZM,-11.7358,24.4293,49.66,53,68,5.06,broken clouds
431,Pacatuba,BR,-3.9842,-38.6203,78.46,93,11,4.68,few clouds
432,Grootfontein,NA,-19.5667,18.1167,38.77,70,0,5.75,clear sky
433,Kaniama,CD,-7.5667,24.1833,63.07,41,3,5.08,clear sky
434,Komsomolskiy,UZ,40.4272,71.7189,83.12,42,2,6.91,clear sky
435,Shache,CN,38.4167,77.2406,78.46,36,50,4.07,scattered clouds
436,Barra Patuca,HN,15.8,-84.2833,79.72,86,57,10.49,broken clouds
437,Moindou,NC,-21.6924,165.677,76.95,59,11,10.09,few clouds
438,Hobyo,SO,5.3505,48.5268,80.22,69,67,23.42,broken clouds
439,Mizdah,LY,31.4451,12.9801,68.25,72,0,1.36,clear sky
440,Miri,MY,4.4148,114.0089,89.74,70,40,3.44,scattered clouds
441,Udagamandalam,IN,11.4,76.7,59.13,82,100,7.38,overcast clouds
442,Lively,CA,46.4334,-81.1498,63.41,88,44,3.76,scattered clouds
443,Kahramanmaras,TR,38.0,37.0,68.63,42,0,6.17,clear sky
444,Sibolga,ID,1.7427,98.7792,86.31,61,79,4.12,broken clouds
445,Kununurra,AU,-15.7667,128.7333,91.38,11,92,2.3,overcast clouds
446,Fillmore,US,43.6666,-92.1002,72.59,94,40,5.75,scattered clouds
447,Wagga Wagga,AU,-35.1167,147.3667,53.6,62,98,9.22,overcast clouds
448,Karmala,IN,18.4167,75.2,74.61,87,100,20.13,overcast clouds
449,Yumen,CN,40.2833,97.2,86.7,31,100,21.16,overcast clouds
450,Oranjemund,NA,-28.55,16.4333,50.14,72,11,13.13,few clouds
451,Palestina,PS,31.9216,35.2033,70.47,90,37,8.39,scattered clouds
452,San Lazaro,BZ,18.0387,-88.6622,75.49,93,58,5.06,broken clouds
453,Bafoulabe,ML,13.8065,-10.8321,79.52,80,95,11.68,overcast clouds
454,Pacifica,US,37.6138,-122.4869,67.14,87,20,3.0,few clouds
455,Rocha,UY,-34.4833,-54.3333,44.87,85,100,6.4,overcast clouds
456,Bamora,IN,24.0552,78.0909,80.11,81,99,10.63,overcast clouds
457,Istisu,AZ,40.9457,48.0738,68.67,42,54,3.69,broken clouds
458,Tucurui,BR,-3.7661,-49.6725,73.08,84,76,3.18,broken clouds
459,Ha Tinh,VN,18.3333,105.9,80.47,80,100,10.31,overcast clouds
460,Acapulco,MX,16.8634,-99.8901,80.1,85,77,7.87,broken clouds
461,Qui Nhon,VN,13.7667,109.2333,85.06,65,100,15.77,overcast clouds
462,Yerbogachen,RU,61.2767,108.0108,76.46,36,97,1.43,overcast clouds
463,Guangyuan,CN,32.442,105.823,87.82,62,8,6.29,clear sky
464,Nyagan,RU,62.1406,65.3936,69.51,47,86,6.64,overcast clouds
465,Kalmunai,LK,7.4167,81.8167,89.38,50,100,14.88,overcast clouds
466,Wanaka,NZ,-44.7,169.15,40.68,85,56,2.57,broken clouds
467,Majene,ID,-3.5403,118.9707,77.04,89,100,6.26,overcast clouds
468,Negombo,LK,7.2083,79.8358,84.25,79,40,11.5,scattered clouds
469,Dwarka,IN,22.2394,68.9678,84.13,81,99,22.44,overcast clouds
470,Gallup,US,35.5281,-108.7426,72.36,67,100,1.01,overcast clouds
471,Matadi,CD,-5.8167,13.45,66.24,96,9,3.18,clear sky
472,Nicolet,CA,46.2168,-72.6158,62.44,89,90,2.3,overcast clouds
473,Zyryanka,RU,65.75,150.85,55.45,96,100,14.56,moderate rain
474,Umm Lajj,SA,25.0213,37.2685,88.05,71,19,19.33,few clouds
475,Moerdijk,NL,51.7034,4.6259,64.06,86,9,3.0,clear sky
476,Saint-Pierre,RE,-21.3393,55.4781,71.28,59,0,3.44,clear sky
477,Pangody,RU,65.85,74.4859,66.63,61,89,15.35,overcast clouds
478,Leshukonskoye,RU,64.8989,45.7622,53.46,58,100,8.97,overcast clouds
479,Santiago,CL,-33.4569,-70.6483,59.85,49,100,0.0,mist
480,Staryy Nadym,RU,65.6118,72.6842,66.4,60,69,17.76,broken clouds
481,Guerrero Negro,MX,27.9769,-114.0611,69.71,84,54,11.39,broken clouds
482,Pacific Grove,US,36.6177,-121.9166,63.01,86,75,5.99,broken clouds
483,Santa Maria Del Oro,MX,25.9333,-105.3667,67.48,71,100,3.85,overcast clouds
484,Mendi,PG,-6.1761,143.6513,60.46,97,90,2.46,overcast clouds
485,Nha Trang,VN,12.25,109.1833,91.4,67,100,5.57,overcast clouds
486,La Baule-Escoublac,FR,47.2922,-2.364,71.87,89,0,8.05,clear sky
487,Lagoa,PT,39.05,-27.9833,66.69,77,89,16.96,overcast clouds
488,Rurrenabaque,BO,-14.4413,-67.5278,64.27,75,7,2.3,clear sky
489,Aliartos,GR,38.3667,23.1,79.86,66,0,11.79,clear sky
490,Vanavara,RU,60.34,102.2797,68.86,55,98,4.23,overcast clouds
491,Moose Factory,CA,51.2585,-80.6094,62.6,82,90,4.61,overcast clouds
492,Isla Mujeres,MX,21.2311,-86.731,82.47,84,19,11.18,few clouds
493,San Antonio,US,29.4241,-98.4936,77.16,82,1,0.0,clear sky
494,Tarkwa,GH,5.3064,-1.9847,70.21,95,55,1.25,broken clouds
495,Sira,IN,13.7453,76.9092,73.04,83,100,20.92,overcast clouds
496,Merin,CZ,49.3932,15.8838,59.5,66,0,2.86,clear sky
497,Carbonear,CA,47.7332,-53.2148,51.42,93,100,9.26,overcast clouds
498,Dabat,ET,12.9842,37.765,53.67,87,100,3.06,overcast clouds
499,Itarema,BR,-2.9248,-39.9167,78.17,79,4,15.28,clear sky
500,Nidadavole,IN,16.9167,81.6667,79.11,94,100,13.96,light rain
501,Cherskiy,RU,68.75,161.3,64.38,51,86,4.47,overcast clouds
502,Saiha,IN,22.4833,92.9667,81.43,79,61,3.02,broken clouds
503,Kutoarjo,ID,-7.7169,109.9128,91.89,65,89,7.36,overcast clouds
504,Taybad,IR,34.74,60.7756,92.03,14,0,12.28,clear sky
505,Mokhsogollokh,RU,61.4681,128.9203,82.42,32,0,8.9,clear sky
506,Praia,CV,14.9215,-23.5087,76.57,87,25,5.7,scattered clouds
507,Uyemskiy,RU,64.4743,40.8524,50.05,93,75,4.47,light intensity shower rain
508,Bibai,JP,43.3247,141.8586,91.69,54,78,7.52,broken clouds
509,Homer,US,59.6425,-151.5483,58.08,86,90,4.61,light rain
510,Asyut,EG,27.181,31.1837,86.18,35,0,13.02,clear sky
511,Alta Floresta,BR,-9.8756,-56.0861,67.73,46,0,3.78,clear sky
512,Mocuba,MZ,-16.8392,36.9856,68.59,84,17,3.09,few clouds
513,Jinji,CN,23.2281,110.8261,87.42,70,100,8.75,overcast clouds
514,Bongandanga,CD,1.5,21.05,72.57,70,100,2.53,overcast clouds
515,Virginia Beach,US,36.8529,-75.978,75.25,86,90,0.0,overcast clouds
516,Tuy Hoa,VN,13.0833,109.3,89.46,54,100,14.61,overcast clouds
517,Ust-Kuyga,RU,70.0167,135.6,63.18,54,61,9.73,broken clouds
518,Radhanpur,IN,23.8333,71.6,87.1,66,100,12.33,overcast clouds
519,Shakawe,BW,-18.3667,21.85,44.51,56,0,6.35,clear sky
520,Ono,JP,34.85,134.9333,92.88,40,87,3.78,overcast clouds
521,Billund,DK,55.7335,9.1078,59.41,100,90,3.44,overcast clouds
522,Jiuquan,CN,39.7432,98.5174,87.64,29,100,8.7,overcast clouds
523,Noumea,NC,-22.2763,166.4572,76.98,64,31,13.69,scattered clouds
524,Santa Fe,AR,-31.6333,-60.7,54.01,54,5,3.0,clear sky
525,Ahvaz,IR,31.3203,48.6693,98.55,56,4,4.61,haze
526,Irondequoit,US,43.2134,-77.5797,68.07,81,20,1.01,few clouds
527,Paamiut,GL,61.994,-49.6678,41.86,85,18,3.13,few clouds
528,Sayat,TM,38.7839,63.8803,89.47,12,0,10.07,clear sky
529,Taoudenni,ML,22.6783,-3.9836,96.08,23,58,8.66,broken clouds
530,Lebork,PL,54.5392,17.7501,63.75,80,1,4.41,clear sky
531,Champerico,GT,14.3,-91.9167,82.35,81,35,6.76,scattered clouds
532,Muzhi,RU,65.3667,64.6667,59.76,52,70,14.29,broken clouds
533,Pennagaram,IN,12.1333,77.9,79.99,60,100,19.44,overcast clouds
534,Kayerkan,RU,69.3497,87.7602,66.22,46,100,19.75,overcast clouds
535,Usinsk,RU,65.9939,57.5281,50.05,62,97,11.79,overcast clouds
536,Bathsheba,BB,13.2167,-59.5167,81.21,83,40,17.27,scattered clouds
537,Xining,CN,36.6167,101.7667,83.05,35,23,5.95,few clouds
538,Trojan,PL,53.7897,20.2404,58.68,77,9,2.01,clear sky
539,Aksha,RU,50.2814,113.2867,72.97,82,100,1.07,overcast clouds
540,Whitehorse,CA,60.7161,-135.0538,65.01,63,75,8.05,broken clouds
541,Mount Gambier,AU,-37.8333,140.7667,48.11,66,90,20.71,light rain
542,Plettenberg Bay,ZA,-34.0527,23.3716,49.1,75,99,22.46,light rain
543,Belaya Gora,RU,68.5333,146.4167,66.83,41,76,8.7,broken clouds
544,Kargasok,RU,59.0556,80.8572,77.41,49,74,10.83,broken clouds
545,Kiama,AU,-34.6833,150.8667,64.38,51,27,8.99,scattered clouds
546,Tinaquillo,VE,9.9186,-68.3047,70.36,94,60,1.57,broken clouds
547,Padang,ID,-0.9492,100.3543,86.09,62,77,5.37,broken clouds
548,Fonte Boa,BR,-2.4959,-66.2662,76.35,77,100,1.03,overcast clouds
549,Ninh Binh,VN,20.2539,105.975,82.94,79,100,2.51,overcast clouds
550,Uige,AO,-7.6087,15.0613,60.62,60,0,4.36,clear sky
551,Buftea,RO,44.5614,25.9489,68.63,80,0,6.91,clear sky
552,Abu Samrah,SY,35.3029,37.1841,77.61,64,0,16.08,clear sky
553,Qaqortoq,GL,60.7167,-46.0333,46.9,97,66,2.37,broken clouds
554,Boa Vista,BR,2.8197,-60.6733,78.78,83,90,3.44,overcast clouds
555,Along,IN,28.1667,94.7667,92.26,55,73,2.75,broken clouds
556,Ambovombe,MG,-25.1667,46.0833,67.53,71,0,5.57,clear sky
557,Vestnes,NO,62.6264,7.0884,57.65,77,90,17.27,overcast clouds
558,Waingapu,ID,-9.6567,120.2641,85.93,51,93,15.77,overcast clouds
559,Brae,GB,60.3964,-1.353,53.51,92,3,12.84,clear sky
560,Valparaiso,CL,-33.0393,-71.6273,53.47,90,90,0.0,mist
561,Ilulissat,GL,69.2167,-51.1,44.62,81,40,2.3,scattered clouds
562,Berezovyy,RU,51.6667,135.7,93.72,38,91,3.4,overcast clouds
563,Lahaina,US,20.8783,-156.6825,80.6,73,94,14.03,overcast clouds
564,Griffith,US,41.5284,-87.4237,67.93,90,1,0.0,clear sky
565,Puerto Gaitan,CO,4.3133,-72.0816,72.09,93,68,6.73,broken clouds
566,Lazaro Cardenas,MX,17.9583,-102.2,80.28,86,26,1.52,scattered clouds
567,Uddevalla,SE,58.3478,11.9424,63.07,79,53,6.35,broken clouds
568,Sorland,NO,67.667,12.6934,48.27,88,100,19.91,overcast clouds
569,Zasheyek,RU,67.4066,32.5499,47.98,100,98,7.9,overcast clouds
570,Inhambane,MZ,-23.865,35.3833,67.98,94,20,9.22,few clouds
571,Jalu,LY,29.0331,21.5482,79.0,58,3,9.17,clear sky
572,Wajima,JP,37.4,136.9,86.68,74,40,8.05,scattered clouds
573,Elverum,NO,60.8819,11.5623,54.05,72,1,1.79,clear sky
574,Hasanabad,IR,36.5465,61.0543,91.62,25,0,0.0,clear sky
575,Rach Gia,VN,10.0167,105.0833,76.95,72,97,14.85,overcast clouds
576,Kyra,RU,49.5776,111.9753,67.77,92,94,3.94,light rain
577,Wuwei,CN,37.9281,102.6414,93.61,21,29,12.48,scattered clouds
578,Kashary,RU,49.04,41.0056,69.82,81,56,12.48,broken clouds
579,Nanhai,CN,30.1282,111.7784,89.73,68,90,9.01,light rain
580,Camacha,PT,33.0833,-16.3333,65.62,88,40,9.22,scattered clouds
581,Dong Xoai,VN,11.5333,106.9167,86.9,64,94,10.87,overcast clouds
582,Katsuura,JP,35.1333,140.3,89.71,70,17,8.52,few clouds
583,Xudat,AZ,41.631,48.681,88.47,46,45,7.96,scattered clouds
584,Petropavlovka,RU,50.6114,105.3196,75.11,58,4,4.09,clear sky
585,Hirara,JP,24.8,125.2833,82.67,89,75,31.07,mist
586,Sawtell,AU,-30.3833,153.1,65.19,60,4,10.36,clear sky
587,Maniitsoq,GL,65.4167,-52.9,42.93,81,97,10.69,overcast clouds
588,Middelburg,ZA,-25.7751,29.4648,31.62,34,0,7.38,clear sky
589,Lawrenceburg,US,38.0373,-84.8966,73.29,85,1,3.44,clear sky
590,Catuday,PH,16.2923,119.8062,79.88,85,100,19.04,moderate rain
591,Contamana,PE,-7.3333,-75.0167,68.05,73,5,0.69,clear sky
592,Port Hardy,CA,50.6996,-127.4199,55.58,94,90,3.44,light intensity shower rain
593,Lorengau,PG,-2.0226,147.2712,84.45,71,100,7.25,overcast clouds
594,Shingu,JP,33.7333,135.9833,86.99,70,78,8.41,broken clouds
595,Monrovia,LR,6.3005,-10.7969,76.62,82,100,5.5,light rain
596,Nemuro,JP,43.3236,145.575,79.23,91,73,11.39,broken clouds
597,Tahe,CN,52.3333,124.7333,94.59,41,51,3.74,broken clouds
598,Durusu,TR,41.3053,28.6767,74.34,78,20,11.01,few clouds
599,Agadez,NE,19.75,10.25,85.75,27,16,2.59,few clouds
600,Kashi,CN,39.4547,75.9797,72.23,77,40,4.47,scattered clouds
601,Zaria,NG,11.1113,7.7227,69.82,93,98,6.08,overcast clouds
602,Yurty,RU,56.0498,97.6348,74.95,47,2,6.6,clear sky
603,Atambua,ID,-9.1061,124.8925,84.27,43,95,1.88,overcast clouds
604,Korgen,NO,66.0771,13.8153,53.13,99,100,6.17,overcast clouds
605,Sabinas Hidalgo,MX,26.5,-100.1667,75.7,79,59,4.61,broken clouds
606,Kiunga,PG,-6.1219,141.2906,80.89,85,98,0.36,overcast clouds
607,Velyka Bahachka,UA,49.7912,33.7226,66.51,70,92,11.48,overcast clouds
608,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,73,20,13.71,few clouds
609,Mayo,US,38.8876,-76.5119,75.94,79,1,5.99,clear sky
610,Yuzhno-Kurilsk,RU,44.0306,145.8556,65.21,84,66,7.83,broken clouds
611,Bologoye,RU,57.8799,34.1068,57.36,56,0,7.43,clear sky
612,Karatau,KZ,43.1667,70.4667,86.65,21,0,3.74,clear sky
613,Fortuna,US,40.5982,-124.1573,57.65,87,90,1.01,overcast clouds
614,Bogalusa,US,30.791,-89.8487,81.73,83,40,0.0,scattered clouds
615,Palmer,US,42.1584,-72.3287,65.75,80,1,3.44,clear sky
616,Svetogorsk,RU,61.1121,28.8632,60.37,68,95,10.0,overcast clouds
617,Nastola,FI,60.95,25.9333,57.83,58,100,9.51,overcast clouds
618,Hoi An,VN,15.8794,108.335,96.76,51,100,12.59,overcast clouds
619,Makamba,BI,-4.1348,29.804,62.96,55,0,3.11,clear sky
620,Kota Bahru,MY,6.1333,102.2386,91.35,62,20,1.99,few clouds
621,Saint-Joseph,RE,-21.3667,55.6167,70.18,69,40,13.13,scattered clouds
622,Barao De Melgaco,BR,-16.1944,-55.9675,70.32,36,0,3.02,clear sky
623,Bouillante,GP,16.1304,-61.7692,76.23,83,28,11.5,scattered clouds
624,Karpathos,GR,35.507,27.2132,78.76,94,20,29.93,few clouds
625,Petukhovo,RU,55.0692,67.9019,75.88,55,68,9.1,broken clouds
626,Campo Maior,BR,-4.8278,-42.1686,71.42,47,7,0.92,clear sky
627,Solnechnyy,RU,50.7214,136.6319,90.34,47,78,5.08,broken clouds
628,Wattegama,LK,6.7989,81.4808,85.12,46,100,9.57,overcast clouds
629,Mattru,SL,7.6244,-11.8332,73.89,91,100,1.39,overcast clouds
630,Gornozavodsk,RU,58.3758,58.3211,65.17,67,99,3.76,overcast clouds
631,Sakata,JP,38.9167,139.855,84.38,79,20,10.36,few clouds
632,Guanica,PR,17.9716,-66.908,79.25,84,0,3.0,clear sky
633,Krasnoselkup,RU,65.7,82.4667,73.49,56,100,24.99,overcast clouds
634,Musoma,TZ,-1.5,33.8,64.42,68,20,0.0,few clouds
635,Yokadouma,CM,3.5167,15.05,69.42,90,100,2.64,overcast clouds
636,Amuntai,ID,-2.4177,115.2494,90.32,49,98,1.59,overcast clouds
637,Kalabo,ZM,-14.97,22.6814,48.38,38,0,6.44,clear sky
638,Moerai,PF,-22.4333,-151.3333,73.58,70,14,7.49,few clouds
639,Maceio,BR,-9.6658,-35.7353,71.04,94,40,4.61,scattered clouds
640,Kozhva,RU,65.1073,57.0459,49.08,67,97,2.55,overcast clouds
641,Pundaguitan,PH,6.3711,126.1689,85.26,69,40,12.82,scattered clouds
642,San Ramon,US,37.7799,-121.978,66.69,78,1,11.99,clear sky
643,Jesus Maria,AR,-30.9815,-64.0942,59.13,40,30,8.41,scattered clouds
644,Huanren,CN,41.2647,125.3667,91.42,48,100,4.9,light rain
645,Eureka,US,40.8021,-124.1637,57.92,78,9,1.99,clear sky
646,Nagato,JP,34.3833,131.2,84.15,63,100,3.91,overcast clouds
647,Bulgan,MN,48.8125,103.5347,74.16,55,0,3.49,clear sky
648,Morro Bay,US,35.3658,-120.8499,78.39,78,3,1.01,clear sky
649,Gambela,ET,8.25,34.5833,71.51,87,99,1.95,overcast clouds
650,Port Augusta,AU,-32.5,137.7667,51.71,54,99,19.06,overcast clouds
651,Naryan-Mar,RU,67.6713,53.087,51.1,68,34,14.92,scattered clouds
652,Hagenow,DE,53.4333,11.1833,60.01,89,0,4.43,clear sky
653,Tura,IN,25.5198,90.2201,88.02,68,87,0.67,overcast clouds
654,Singaparna,ID,-7.3515,108.111,86.16,52,45,5.77,scattered clouds
655,Chastyye,RU,57.2888,54.9728,71.6,63,99,3.71,light rain
656,Bemidji,US,47.4736,-94.8803,71.89,96,40,11.5,scattered clouds
657,Motala,SE,58.5371,15.0365,60.12,71,23,9.13,few clouds
658,Sainte-Martine,CA,45.2501,-73.7992,63.95,95,12,0.0,few clouds
659,Turbat,PK,26.0023,63.044,97.97,38,2,6.08,clear sky
660,Mandalgovi,MN,45.7625,106.2708,74.21,40,24,9.44,few clouds
661,Gat,IL,31.61,34.7642,78.91,100,17,4.76,few clouds
662,Touros,BR,-5.1989,-35.4608,72.5,88,16,13.67,few clouds
663,Hualmay,PE,-11.0964,-77.6139,62.62,85,16,9.33,few clouds
664,Ho Chi Minh City,VN,10.75,106.6667,80.62,83,75,8.05,broken clouds
665,Kapuskasing,CA,49.4169,-82.4331,59.0,72,75,3.44,broken clouds
666,Portland,US,45.5234,-122.6762,68.58,58,2,4.0,clear sky
667,Gold Coast,AU,-28.0,153.4333,70.77,57,40,1.01,scattered clouds
668,Malaya Serdoba,RU,52.4661,44.9512,61.25,93,100,14.09,overcast clouds
669,Fort Smith,US,35.3859,-94.3986,74.37,86,0,4.12,clear sky
670,Zabaykalsk,RU,49.6333,117.3167,87.46,48,0,16.4,clear sky
671,Fort Nelson,CA,58.8053,-122.7002,58.59,88,75,0.0,broken clouds
